molecule,condition,replicate,strand,1,5,7,10,11,12,13,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33,34,cluster
0,dies6,dies6 rep1,plus,3.3985215072035064,1.3594086028814025,0.6797043014407013,4.078225808644208,5.43763441152561,2.718817205762805,5.43763441152561,4.078225808644208,0.6797043014407013,2.039112904322104,2.718817205762805,5.43763441152561,8.1564516172884165,9.515860220169817,5.437634411525611,2.039112904322104,0.6797043014407013,0,0,1.3594086028814025,1.3594086028814025,0.6797043014407013,0.6797043014407013,0,3
0,dies6,dies6 rep2,plus,0,0,0,0,0,0,0,0,0,0,0,0.765467026742356,0,0,0,0,0,2.296401080227068,0,0,0,0,1.530934053484712,0,1
0,disw2,disw2 rep1,plus,4.496529241491723,3.9344630863052577,1.1241323103729308,2.2482646207458616,0,0,3.372396931118792,0,0.5620661551864654,2.8103307759323273,3.372396931118792,4.496529241491722,1.686198465559396,0,0,0.5620661551864654,2.2482646207458616,0,1.686198465559396,2.2482646207458616,0,4.496529241491723,0.5620661551864654,1.1241323103729308,3
0,disw2,disw2 rep2,plus,0,2.3236751711241537,2.3236751711241537,1.742756378343115,4.647350342248307,0,0,2.9045939639051914,0.5809187927810384,1.742756378343115,4.066431549467269,2.9045939639051914,4.066431549467269,6.97102551337246,2.9045939639051914,0,0.5809187927810384,0,0,0,2.3236751711241537,3.48551275668623,2.9045939639051914,0,1
0,wt,wt rep2,plus,0,0,4.037793749495275,0,0,0,0,7.066139061616733,2.0188968747476377,5.047242186869094,5.047242186869094,10.094484373738188,6.056690624242913,0,2.0188968747476377,0,1.0094484373738188,2.0188968747476377,4.037793749495275,3.0283453121214565,0,6.056690624242913,0,0,5
0,wt,wt rep3,plus,5.71344094123226,0.7141801176540326,6.427621058886293,0,0,2.85672047061613,0.7141801176540326,0,2.1425403529620977,4.285080705924195,4.285080705924195,7.85598129419436,2.1425403529620977,0,0,4.285080705924195,0.7141801176540326,0,0,5.713440941232261,2.85672047061613,5.713440941232261,4.285080705924195,0.7141801176540326,3
1,dies6,dies6 rep1,plus,1.3594086028814025,2.718817205762805,1.3594086028814025,2.718817205762805,3.3985215072035064,1.3594086028814025,4.078225808644207,4.078225808644208,0.6797043014407013,4.757930110084908,4.078225808644208,8.83615591872912,8.836155918729117,4.078225808644207,3.3985215072035064,2.718817205762805,6.117338712966312,2.718817205762805,2.718817205762805,4.078225808644207,2.039112904322104,0.6797043014407013,2.039112904322104,0,5
1,dies6,dies6 rep2,plus,0.765467026742356,0,0.765467026742356,0,0,0,0,0,0,0.765467026742356,0,0,0,0,0,0,0,0,0.765467026742356,0,0,0,0.765467026742356,0,1
1,disw2,disw2 rep1,plus,1.686198465559396,3.9344630863052577,1.686198465559396,0.5620661551864654,1.1241323103729308,0.5620661551864654,4.496529241491723,0,0.5620661551864654,1.686198465559396,3.372396931118792,0,0,0,1.1241323103729308,0.5620661551864654,3.372396931118792,2.8103307759323273,0.5620661551864654,1.1241323103729308,2.8103307759323273,1.1241323103729308,0,0,4
1,disw2,disw2 rep2,plus,0,2.3236751711241537,1.1618375855620768,0,0,0,2.3236751711241537,0,0,0.5809187927810384,2.3236751711241537,5.228269135029345,0,3.4855127566862296,1.742756378343115,0.5809187927810384,0.5809187927810384,0,0,0,0,1.742756378343115,0.5809187927810384,0.5809187927810384,2
1,wt,wt rep2,plus,5.047242186869094,0,0,0,0,0,1.0094484373738188,2.0188968747476377,0,3.0283453121214565,4.037793749495275,3.0283453121214565,15.141726560607285,0,0,1.0094484373738188,5.047242186869094,0,3.0283453121214565,4.037793749495275,0,0,0,0,3
1,wt,wt rep3,plus,0.7141801176540326,0.7141801176540326,3.5709005882701628,0,0,0,2.1425403529620977,0,0,0,0,0,0,0,0,0,0.7141801176540326,0,0.7141801176540326,0,0,0,0,2.85672047061613,1
2,dies6,dies6 rep1,plus,5.43763441152561,4.75793011008491,2.718817205762805,5.43763441152561,6.117338712966312,4.078225808644207,5.43763441152561,0,0.6797043014407013,4.078225808644207,0.6797043014407013,6.117338712966312,4.757930110084908,8.836155918729117,0.6797043014407013,0,1.3594086028814025,1.3594086028814025,2.039112904322104,3.3985215072035064,2.718817205762805,0.6797043014407013,0.6797043014407013,0,3
2,dies6,dies6 rep2,plus,3.061868106969424,0,0.765467026742356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,disw2,disw2 rep1,plus,2.2482646207458616,3.9344630863052577,1.1241323103729308,0,0,0,0,0,0.5620661551864654,0,0,0,0,0,0,0,0,0,0.5620661551864654,0.5620661551864654,0,0,0.5620661551864654,0,1
2,disw2,disw2 rep2,plus,4.647350342248307,0,1.742756378343115,0,1.1618375855620768,2.3236751711241537,1.742756378343115,3.48551275668623,0,3.4855127566862296,4.066431549467269,5.228269135029345,1.1618375855620768,2.9045939639051914,1.742756378343115,0,0.5809187927810384,0,0,0,0,0,0,0,3
2,wt,wt rep2,plus,1.0094484373738188,1.0094484373738188,0,0,1.0094484373738188,0,0,3.0283453121214565,2.0188968747476377,5.047242186869094,4.037793749495275,7.066139061616732,7.066139061616732,1.0094484373738188,2.0188968747476377,0,6.056690624242913,1.0094484373738188,0,7.066139061616733,5.047242186869094,0,1.0094484373738188,0,5
2,wt,wt rep3,plus,1.428360235308065,0,2.1425403529620977,0.7141801176540326,0,0,3.5709005882701628,4.285080705924195,2.85672047061613,4.999260823578227,4.285080705924195,3.5709005882701628,0,0,0,0.7141801176540326,0.7141801176540326,0,0.7141801176540326,0.7141801176540326,0,2.85672047061613,2.1425403529620977,0.7141801176540326,4
3,dies6,dies6 rep1,plus,0,2.039112904322104,2.039112904322104,4.757930110084908,3.3985215072035064,2.718817205762805,7.476747315847716,4.757930110084908,1.3594086028814025,2.718817205762805,4.757930110084908,10.195564521610518,4.078225808644208,6.797043014407014,2.039112904322104,2.718817205762805,4.75793011008491,6.797043014407014,3.3985215072035064,0,0,4.078225808644207,1.3594086028814025,0,3
3,dies6,dies6 rep2,plus,0,0,0,0,0,0,0,0,0,1.530934053484712,0,0,0,0,0,0,0,0,0,0,0,0,0.765467026742356,0,2
3,disw2,disw2 rep1,plus,2.2482646207458616,3.372396931118792,3.9344630863052577,0,0,0,0,0,0,0,0.5620661551864654,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,disw2,disw2 rep2,plus,3.48551275668623,0,1.742756378343115,0,1.1618375855620768,1.1618375855620768,3.48551275668623,4.066431549467269,0.5809187927810384,4.066431549467268,3.48551275668623,3.4855127566862296,0,0,0,0,0,0,0.5809187927810384,0.5809187927810384,2.3236751711241537,0,0,1.742756378343115,3
3,wt,wt rep2,plus,5.047242186869094,0,0,0,4.037793749495275,2.0188968747476377,0,6.056690624242913,2.0188968747476377,5.047242186869094,4.037793749495275,6.056690624242913,5.047242186869094,10.094484373738188,3.0283453121214565,5.047242186869094,4.037793749495275,4.037793749495275,0,0,0,6.056690624242913,0,0,3
3,wt,wt rep3,plus,0,0,0,0,0.7141801176540326,0,7.8559812941943585,3.5709005882701628,0.7141801176540326,0,0.7141801176540326,0,0,0,0,0,0.7141801176540326,0,0,0,0,0.7141801176540326,0,0.7141801176540326,1
4,dies6,dies6 rep1,plus,0.6797043014407013,4.078225808644208,2.718817205762805,4.078225808644208,3.3985215072035064,2.039112904322104,3.3985215072035064,0,0,3.3985215072035064,2.718817205762805,5.43763441152561,4.757930110084908,8.156451617288415,7.476747315847716,5.43763441152561,4.75793011008491,2.718817205762805,4.75793011008491,1.3594086028814025,0,0,0,0,3
4,dies6,dies6 rep2,plus,3.061868106969424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765467026742356,0,0,0,0,1
4,disw2,disw2 rep1,plus,6.18272770705112,3.372396931118792,1.686198465559396,0,0,1.686198465559396,5.0585953966781885,0,0,1.686198465559396,2.810330775932327,5.058595396678188,1.1241323103729308,0,0,0.5620661551864654,0,0,2.810330775932327,1.686198465559396,2.8103307759323273,2.2482646207458616,0,0.5620661551864654,3
4,disw2,disw2 rep2,plus,3.48551275668623,2.3236751711241537,2.3236751711241537,0,1.742756378343115,2.9045939639051914,4.066431549467269,4.647350342248307,0,2.3236751711241537,4.066431549467269,7.551944306153498,0,0,1.1618375855620768,0,2.3236751711241537,0,1.742756378343115,0,0,0,0,0,3
4,wt,wt rep2,plus,0,1.0094484373738188,4.037793749495275,0,0,0,1.0094484373738188,0,0,3.0283453121214565,4.037793749495275,7.066139061616733,7.066139061616733,0,0,0,3.0283453121214565,0,2.0188968747476377,0,0,0,0,0,5
4,wt,wt rep3,plus,2.1425403529620977,2.85672047061613,2.85672047061613,0,0,0.7141801176540326,2.1425403529620977,4.999260823578228,0,4.285080705924195,2.85672047061613,7.141801176540327,0,5.71344094123226,0,0,0,0,0,0,0,0.7141801176540326,2.1425403529620977,0,3
5,dies6,dies6 rep1,plus,4.078225808644208,4.078225808644207,2.039112904322104,5.43763441152561,7.476747315847715,1.3594086028814025,2.039112904322104,4.757930110084908,0.6797043014407013,2.718817205762805,2.039112904322104,3.3985215072035064,8.1564516172884165,0.6797043014407013,0.6797043014407013,5.43763441152561,3.3985215072035064,6.797043014407014,2.718817205762805,4.078225808644207,0,3.3985215072035064,0,0,4
5,dies6,dies6 rep2,plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,disw2,disw2 rep1,plus,3.372396931118792,3.9344630863052577,1.686198465559396,0,1.1241323103729308,0.5620661551864654,0.5620661551864654,0,1.1241323103729308,2.2482646207458616,0,3.372396931118792,0,0,0.5620661551864654,0,0,0,1.1241323103729308,0,0,3.9344630863052577,1.1241323103729308,0,2
5,disw2,disw2 rep2,plus,3.48551275668623,0,1.742756378343115,0,0.5809187927810384,4.066431549467269,0.5809187927810384,1.1618375855620768,0.5809187927810384,2.9045939639051914,4.066431549467269,7.551944306153498,1.1618375855620768,0,0,0,0,0,1.742756378343115,0,0,0,0,0,5
5,wt,wt rep2,plus,4.037793749495275,0,4.037793749495275,0,0,0,2.0188968747476377,3.0283453121214565,1.0094484373738188,7.066139061616733,2.0188968747476377,3.0283453121214565,10.094484373738188,0,3.0283453121214565,3.0283453121214565,1.0094484373738188,5.047242186869094,1.0094484373738188,0,0,1.0094484373738188,1.0094484373738188,0,4
